max_rise,max_fall,fault_site
core_i/id_stage_i/int_controller_i/U12/ZN,0.01,0.00
core_i/id_stage_i/U540/A,0.63,0.66
core_i/id_stage_i/U540/ZN,0.66,0.63
core_i/id_stage_i/U543/A,0.63,0.66
core_i/id_stage_i/U543/ZN,0.66,0.63
core_i/id_stage_i/U546/A,0.61,0.63
core_i/id_stage_i/U546/ZN,0.63,0.61
core_i/id_stage_i/U547/A,0.62,0.63
core_i/id_stage_i/U547/ZN,0.63,0.62
core_i/id_stage_i/U549/A,0.62,0.63
core_i/id_stage_i/U549/ZN,0.63,0.62
core_i/id_stage_i/U150/A,3.22,3.15
core_i/id_stage_i/U150/ZN,3.15,3.22
core_i/id_stage_i/U947/A1,4.12,4.06
core_i/id_stage_i/U947/A2,3.47,3.45
core_i/id_stage_i/U947/ZN,3.45,3.47
core_i/id_stage_i/U159/A,0.07,0.10
core_i/id_stage_i/U159/ZN,0.10,0.07
core_i/id_stage_i/U559/A,0.62,0.65
core_i/id_stage_i/U559/ZN,0.65,0.62
core_i/id_stage_i/U163/B1,0.05,0.06
core_i/id_stage_i/U163/B2,0.07,0.05
core_i/id_stage_i/U163/A,0.07,0.07
core_i/id_stage_i/U163/ZN,0.05,0.05
core_i/id_stage_i/U561/A1,0.67,0.70
core_i/id_stage_i/U561/A2,0.69,0.72
core_i/id_stage_i/U561/ZN,0.70,0.67
core_i/id_stage_i/U562/A1,0.68,0.66
core_i/id_stage_i/U562/A2,0.65,0.70
core_i/id_stage_i/U562/ZN,0.66,0.65
core_i/id_stage_i/U564/A,0.59,0.63
core_i/id_stage_i/U564/ZN,0.63,0.59
core_i/id_stage_i/U565/A,0.60,0.63
core_i/id_stage_i/U565/ZN,0.63,0.60
core_i/id_stage_i/U567/A,0.60,0.63
core_i/id_stage_i/U567/ZN,0.63,0.60
core_i/id_stage_i/U20/A,3.08,3.11
core_i/id_stage_i/U20/Z,3.08,3.11
core_i/id_stage_i/U575/A,0.62,0.64
core_i/id_stage_i/U575/ZN,0.64,0.62
core_i/id_stage_i/U577/A,0.64,0.65
core_i/id_stage_i/U577/ZN,0.65,0.64
core_i/id_stage_i/U582/A,0.63,0.63
core_i/id_stage_i/U582/ZN,0.63,0.63
core_i/id_stage_i/U587/A,0.72,0.72
core_i/id_stage_i/U587/ZN,0.72,0.72
core_i/id_stage_i/U193/A,0.61,0.64
core_i/id_stage_i/U193/ZN,0.64,0.61
core_i/id_stage_i/U194/A1,0.08,0.03
core_i/id_stage_i/U194/A2,0.09,0.03
core_i/id_stage_i/U194/ZN,0.03,0.08
core_i/id_stage_i/U590/A,0.67,0.66
core_i/id_stage_i/U590/ZN,0.66,0.67
core_i/id_stage_i/U593/A,0.62,0.63
core_i/id_stage_i/U593/ZN,0.63,0.62
core_i/id_stage_i/U594/A,0.62,0.63
core_i/id_stage_i/U594/ZN,0.63,0.62
core_i/id_stage_i/U596/A,0.63,0.62
core_i/id_stage_i/U596/ZN,0.62,0.63
core_i/id_stage_i/U998/A,3.56,3.58
core_i/id_stage_i/U998/ZN,3.58,3.56
core_i/id_stage_i/U402/B1,0.03,0.04
core_i/id_stage_i/U402/B2,0.05,0.02
core_i/id_stage_i/U402/A,0.06,0.05
core_i/id_stage_i/U402/ZN,0.02,0.03
core_i/id_stage_i/U404/B1,0.01,0.06
core_i/id_stage_i/U404/B2,0.03,0.05
core_i/id_stage_i/U404/A,0.04,0.07
core_i/id_stage_i/U404/ZN,0.05,0.01
core_i/id_stage_i/U406/A,0.05,0.11
core_i/id_stage_i/U406/ZN,0.11,0.05
core_i/id_stage_i/U411/A1,0.69,0.66
core_i/id_stage_i/U411/A2,0.65,0.73
core_i/id_stage_i/U411/ZN,0.66,0.65
core_i/id_stage_i/U434/A1,0.66,0.61
core_i/id_stage_i/U434/A2,0.61,0.68
core_i/id_stage_i/U434/ZN,0.61,0.61
core_i/id_stage_i/U448/A,0.16,0.19
core_i/id_stage_i/U448/ZN,0.19,0.16
core_i/id_stage_i/controller_i/U88/A1,4.35,4.32
core_i/id_stage_i/controller_i/U88/A2,3.62,3.69
core_i/id_stage_i/controller_i/U88/ZN,3.62,3.69
core_i/id_stage_i/controller_i/U91/A,3.49,3.40
core_i/id_stage_i/controller_i/U91/ZN,3.40,3.49
core_i/id_stage_i/controller_i/U251/B1,3.91,3.90
core_i/id_stage_i/controller_i/U251/B2,4.50,4.55
core_i/id_stage_i/controller_i/U251/A,4.77,4.79
core_i/id_stage_i/controller_i/U251/ZN,3.90,3.91
core_i/id_stage_i/controller_i/U69/A,0.14,0.23
core_i/id_stage_i/controller_i/U69/ZN,0.23,0.14
core_i/id_stage_i/controller_i/U170/A1,0.38,0.25
core_i/id_stage_i/controller_i/U170/A2,0.63,0.60
core_i/id_stage_i/controller_i/U170/ZN,0.38,0.25
core_i/id_stage_i/controller_i/U71/A1,4.09,3.92
core_i/id_stage_i/controller_i/U71/A2,3.42,3.14
core_i/id_stage_i/controller_i/U71/ZN,3.14,3.42
core_i/id_stage_i/U454/A,0.25,0.28
core_i/id_stage_i/U454/ZN,0.28,0.25
core_i/id_stage_i/U462/A,0.35,0.38
core_i/id_stage_i/U462/ZN,0.38,0.35
core_i/id_stage_i/U1348/C1,4.42,4.43
core_i/id_stage_i/U1348/C2,4.24,4.30
core_i/id_stage_i/U1348/A,3.78,3.78
core_i/id_stage_i/U1348/B,4.64,4.61
core_i/id_stage_i/U1348/ZN,3.78,3.78
core_i/id_stage_i/decoder_i/U315/B1,4.14,4.13
core_i/id_stage_i/decoder_i/U315/B2,3.88,3.77
core_i/id_stage_i/decoder_i/U315/A,4.59,4.62
core_i/id_stage_i/decoder_i/U315/ZN,3.77,3.88
core_i/id_stage_i/decoder_i/U233/C1,4.44,4.37
core_i/id_stage_i/decoder_i/U233/C2,4.14,4.11
core_i/id_stage_i/decoder_i/U233/A,4.34,4.30
core_i/id_stage_i/decoder_i/U233/B,3.82,3.65
core_i/id_stage_i/decoder_i/U233/ZN,3.65,3.82
core_i/id_stage_i/U481/A,0.64,0.64
core_i/id_stage_i/U481/ZN,0.64,0.64
core_i/id_stage_i/U305/B1,0.04,0.04
core_i/id_stage_i/U305/B2,0.07,0.03
core_i/id_stage_i/U305/A,0.08,0.05
core_i/id_stage_i/U305/ZN,0.03,0.04
core_i/id_stage_i/U318/A1,0.07,0.05
core_i/id_stage_i/U318/A2,0.08,0.04
core_i/id_stage_i/U318/ZN,0.04,0.07
core_i/id_stage_i/U332/A1,0.00,0.01
core_i/id_stage_i/U332/A2,0.00,0.01
core_i/id_stage_i/U332/ZN,0.01,0.00
core_i/id_stage_i/U347/A1,0.03,0.04
core_i/id_stage_i/U347/A2,0.04,0.04
core_i/id_stage_i/U347/ZN,0.04,0.03
core_i/id_stage_i/U357/B1,0.01,0.04
core_i/id_stage_i/U357/B2,0.01,0.02
core_i/id_stage_i/U357/A,0.04,0.04
core_i/id_stage_i/U357/ZN,0.02,0.01
core_i/id_stage_i/U361/B1,0.03,0.00
core_i/id_stage_i/U361/B2,0.01,0.00
core_i/id_stage_i/U361/A,0.04,0.02
core_i/id_stage_i/U361/ZN,0.00,0.01
core_i/id_stage_i/U364/B1,0.00,0.06
core_i/id_stage_i/U364/B2,0.03,0.04
core_i/id_stage_i/U364/A,0.03,0.07
core_i/id_stage_i/U364/ZN,0.04,0.00
core_i/id_stage_i/U379/A1,0.10,0.04
core_i/id_stage_i/U379/A2,0.11,0.03
core_i/id_stage_i/U379/ZN,0.03,0.10
core_i/id_stage_i/U389/A1,0.02,0.04
core_i/id_stage_i/U389/A2,0.03,0.03
core_i/id_stage_i/U389/ZN,0.03,0.02
core_i/id_stage_i/U398/A,0.06,0.05
core_i/id_stage_i/U398/ZN,0.05,0.06
core_i/id_stage_i/U603/A,0.65,0.65
core_i/id_stage_i/U603/ZN,0.65,0.65
core_i/id_stage_i/U606/A,0.65,0.65
core_i/id_stage_i/U606/ZN,0.65,0.65
core_i/id_stage_i/U608/A,3.71,3.71
core_i/id_stage_i/U608/ZN,3.71,3.71
core_i/id_stage_i/data_misaligned_ex_o_reg/D,0.53,0.48
core_i/id_stage_i/data_misaligned_ex_o_reg/CK,1.63,*
core_i/id_stage_i/data_misaligned_ex_o_reg/RN,*,*
core_i/id_stage_i/data_misaligned_ex_o_reg/Q,*,*
core_i/id_stage_i/data_misaligned_ex_o_reg/QN,1.68,1.63
core_i/id_stage_i/U263/A1,0.06,0.05
core_i/id_stage_i/U263/A2,0.04,0.01
core_i/id_stage_i/U263/ZN,0.01,0.04
core_i/id_stage_i/U276/B1,0.04,0.00
core_i/id_stage_i/U276/B2,0.04,0.01
core_i/id_stage_i/U276/A,0.05,0.01
core_i/id_stage_i/U276/ZN,0.00,0.04
core_i/id_stage_i/U279/B1,0.02,0.02
core_i/id_stage_i/U279/B2,0.06,0.03
core_i/id_stage_i/U279/A,0.05,0.02
core_i/id_stage_i/U279/ZN,0.02,0.02
core_i/id_stage_i/U289/A1,0.06,0.03
core_i/id_stage_i/U289/A2,0.06,0.02
core_i/id_stage_i/U289/ZN,0.02,0.06
core_i/ex_stage_i/alu_i/intadd_0_U26/A,1.00,0.70
core_i/ex_stage_i/alu_i/intadd_0_U26/B,0.96,0.63
core_i/ex_stage_i/alu_i/intadd_0_U26/CI,0.44,0.00
core_i/ex_stage_i/alu_i/intadd_0_U26/CO,0.44,0.00
core_i/ex_stage_i/alu_i/intadd_0_U26/S,2.10,2.26
core_i/ex_stage_i/alu_i/U518/C1,0.15,0.44
core_i/ex_stage_i/alu_i/U518/C2,0.36,0.34
core_i/ex_stage_i/alu_i/U518/A,0.03,0.10
core_i/ex_stage_i/alu_i/U518/B,0.37,0.19
core_i/ex_stage_i/alu_i/U518/ZN,0.10,0.03
core_i/ex_stage_i/alu_i/alu_div_i/U669/A,3.50,3.58
core_i/ex_stage_i/alu_i/alu_div_i/U669/ZN,3.58,3.50
core_i/ex_stage_i/alu_i/alu_div_i/U491/A,1.54,0.94
core_i/ex_stage_i/alu_i/alu_div_i/U491/B,2.02,1.21
core_i/ex_stage_i/alu_i/alu_div_i/U491/CI,1.27,0.60
core_i/ex_stage_i/alu_i/alu_div_i/U491/CO,1.27,0.60
core_i/ex_stage_i/alu_i/alu_div_i/U491/S,3.14,3.16
core_i/ex_stage_i/alu_i/alu_div_i/U303/B1,3.61,3.59
core_i/ex_stage_i/alu_i/alu_div_i/U303/B2,4.24,4.21
core_i/ex_stage_i/alu_i/alu_div_i/U303/A,3.58,3.52
core_i/ex_stage_i/alu_i/alu_div_i/U303/ZN,3.52,3.58
core_i/ex_stage_i/alu_i/alu_div_i/U550/A,3.20,2.90
core_i/ex_stage_i/alu_i/alu_div_i/U550/B,3.58,3.57
core_i/ex_stage_i/alu_i/alu_div_i/U550/ZN,3.12,2.90
core_i/ex_stage_i/alu_i/alu_div_i/U553/A1,3.90,3.99
core_i/ex_stage_i/alu_i/alu_div_i/U553/A2,3.13,2.87
core_i/ex_stage_i/alu_i/alu_div_i/U553/ZN,2.87,3.13
core_i/ex_stage_i/alu_i/alu_div_i/U555/B1,3.26,2.73
core_i/ex_stage_i/alu_i/alu_div_i/U555/B2,2.86,2.31
core_i/ex_stage_i/alu_i/alu_div_i/U555/C1,3.30,2.78
core_i/ex_stage_i/alu_i/alu_div_i/U555/C2,3.06,2.53
core_i/ex_stage_i/alu_i/alu_div_i/U555/A,2.43,1.57
core_i/ex_stage_i/alu_i/alu_div_i/U555/ZN,1.57,2.43
core_i/ex_stage_i/alu_i/alu_div_i/U184/A1,4.18,4.17
core_i/ex_stage_i/alu_i/alu_div_i/U184/A2,4.17,4.14
core_i/ex_stage_i/alu_i/alu_div_i/U184/A3,2.97,2.98
core_i/ex_stage_i/alu_i/alu_div_i/U184/A4,4.16,4.08
core_i/ex_stage_i/alu_i/alu_div_i/U184/ZN,2.98,2.97
core_i/ex_stage_i/alu_i/U1300/A1,3.85,3.77
core_i/ex_stage_i/alu_i/U1300/A2,3.21,3.05
core_i/ex_stage_i/alu_i/U1300/B1,4.18,4.06
core_i/ex_stage_i/alu_i/U1300/B2,3.98,3.92
core_i/ex_stage_i/alu_i/U1300/ZN,3.06,3.21
core_i/ex_stage_i/alu_i/U1221/C1,3.88,3.92
core_i/ex_stage_i/alu_i/U1221/C2,3.99,4.12
core_i/ex_stage_i/alu_i/U1221/A,3.02,3.23
core_i/ex_stage_i/alu_i/U1221/B,3.50,3.68
core_i/ex_stage_i/alu_i/U1221/ZN,3.23,3.02
core_i/ex_stage_i/alu_i/U359/A1,2.08,2.26
core_i/ex_stage_i/alu_i/U359/A2,3.24,3.33
core_i/ex_stage_i/alu_i/U359/B1,3.25,3.34
core_i/ex_stage_i/alu_i/U359/B2,2.29,2.38
core_i/ex_stage_i/alu_i/U359/C1,3.04,3.09
core_i/ex_stage_i/alu_i/U359/C2,2.22,2.36
core_i/ex_stage_i/alu_i/U359/ZN,2.26,2.08
core_i/ex_stage_i/alu_i/ff_one_i/U60/B1,1.88,1.77
core_i/ex_stage_i/alu_i/ff_one_i/U60/B2,1.51,1.81
core_i/ex_stage_i/alu_i/ff_one_i/U60/A,1.66,1.43
core_i/ex_stage_i/alu_i/ff_one_i/U60/ZN,1.43,1.51
core_i/ex_stage_i/alu_i/ff_one_i/U27/A1,1.61,1.40
core_i/ex_stage_i/alu_i/ff_one_i/U27/A2,1.30,0.88
core_i/ex_stage_i/alu_i/ff_one_i/U27/ZN,0.88,1.30
core_i/ex_stage_i/alu_i/ff_one_i/U14/A1,1.48,1.18
core_i/ex_stage_i/alu_i/ff_one_i/U14/A2,1.66,1.36
core_i/ex_stage_i/alu_i/ff_one_i/U14/A3,1.19,0.65
core_i/ex_stage_i/alu_i/ff_one_i/U14/ZN,0.65,1.19
core_i/ex_stage_i/alu_i/ff_one_i/U54/A1,1.22,1.52
core_i/ex_stage_i/alu_i/ff_one_i/U54/A2,1.53,1.36
core_i/ex_stage_i/alu_i/ff_one_i/U54/B1,1.66,1.70
core_i/ex_stage_i/alu_i/ff_one_i/U54/B2,1.38,1.08
core_i/ex_stage_i/alu_i/ff_one_i/U54/ZN,1.08,1.22
core_i/ex_stage_i/alu_i/ff_one_i/U57/A1,1.23,1.50
core_i/ex_stage_i/alu_i/ff_one_i/U57/A2,1.53,1.34
core_i/ex_stage_i/alu_i/ff_one_i/U57/B1,1.67,1.58
core_i/ex_stage_i/alu_i/ff_one_i/U57/B2,1.38,1.07
core_i/ex_stage_i/alu_i/ff_one_i/U57/ZN,1.07,1.23
core_i/ex_stage_i/alu_i/ff_one_i/U40/B1,1.65,1.64
core_i/ex_stage_i/alu_i/ff_one_i/U40/B2,1.53,1.68
core_i/ex_stage_i/alu_i/ff_one_i/U40/A,1.35,1.11
core_i/ex_stage_i/alu_i/ff_one_i/U40/ZN,1.11,1.35
core_i/ex_stage_i/alu_i/U220/A1,3.15,3.05
core_i/ex_stage_i/alu_i/U220/A2,3.41,3.44
core_i/ex_stage_i/alu_i/U220/ZN,3.05,3.15
core_i/ex_stage_i/mult_i/U904/A1,0.67,0.66
core_i/ex_stage_i/mult_i/U904/A2,1.88,1.83
core_i/ex_stage_i/mult_i/U904/ZN,0.67,0.66
core_i/ex_stage_i/mult_i/U909/A,1.79,1.74
core_i/ex_stage_i/mult_i/U909/B,0.67,0.66
core_i/ex_stage_i/mult_i/U909/Z,1.06,0.66
core_i/ex_stage_i/mult_i/U1806/A1,1.23,1.25
core_i/ex_stage_i/mult_i/U1806/A2,1.63,1.69
core_i/ex_stage_i/mult_i/U1806/B1,1.30,1.33
core_i/ex_stage_i/mult_i/U1806/B2,1.63,1.68
core_i/ex_stage_i/mult_i/U1806/C1,1.28,1.25
core_i/ex_stage_i/mult_i/U1806/C2,0.84,0.85
core_i/ex_stage_i/mult_i/U1806/ZN,0.85,0.84
core_i/ex_stage_i/mult_i/U1840/B1,1.55,1.53
core_i/ex_stage_i/mult_i/U1840/B2,1.16,1.25
core_i/ex_stage_i/mult_i/U1840/A,0.82,0.81
core_i/ex_stage_i/mult_i/U1840/ZN,0.81,0.82
core_i/ex_stage_i/mult_i/U185/A1,1.17,0.79
core_i/ex_stage_i/mult_i/U185/A2,2.29,1.87
core_i/ex_stage_i/mult_i/U185/ZN,1.17,0.79
core_i/ex_stage_i/mult_i/U1860/A1,0.90,0.96
core_i/ex_stage_i/mult_i/U1860/A2,1.32,1.42
core_i/ex_stage_i/mult_i/U1860/B1,0.97,1.04
core_i/ex_stage_i/mult_i/U1860/B2,1.32,1.41
core_i/ex_stage_i/mult_i/U1860/C1,0.95,0.97
core_i/ex_stage_i/mult_i/U1860/C2,0.53,0.58
core_i/ex_stage_i/mult_i/U1860/ZN,0.58,0.53
core_i/ex_stage_i/mult_i/intadd_1_U25/A,0.38,0.34
core_i/ex_stage_i/mult_i/intadd_1_U25/B,0.26,0.23
core_i/ex_stage_i/mult_i/intadd_1_U25/CI,0.18,0.13
core_i/ex_stage_i/mult_i/intadd_1_U25/CO,0.20,0.13
core_i/ex_stage_i/mult_i/intadd_1_U25/S,0.13,0.26
core_i/ex_stage_i/mult_i/U1864/B1,1.34,1.29
core_i/ex_stage_i/mult_i/U1864/B2,0.93,0.99
core_i/ex_stage_i/mult_i/U1864/A,0.61,0.56
core_i/ex_stage_i/mult_i/U1864/ZN,0.56,0.61
core_i/ex_stage_i/mult_i/U1868/A,0.56,0.60
core_i/ex_stage_i/mult_i/U1868/B,1.32,1.41
core_i/ex_stage_i/mult_i/U1868/Z,0.56,0.59
core_i/ex_stage_i/mult_i/U1473/A,2.38,2.44
core_i/ex_stage_i/mult_i/U1473/B,2.66,2.66
core_i/ex_stage_i/mult_i/U1473/Z,2.38,2.43
core_i/ex_stage_i/mult_i/U1701/A,0.30,0.31
core_i/ex_stage_i/mult_i/U1701/B,1.02,0.92
core_i/ex_stage_i/mult_i/U1701/Z,0.39,0.30
core_i/ex_stage_i/mult_i/U84/A,0.13,0.25
core_i/ex_stage_i/mult_i/U84/ZN,0.25,0.13
core_i/ex_stage_i/mult_i/intadd_2_U14/A,0.36,0.22
core_i/ex_stage_i/mult_i/intadd_2_U14/B,0.37,0.25
core_i/ex_stage_i/mult_i/intadd_2_U14/CI,0.28,0.13
core_i/ex_stage_i/mult_i/intadd_2_U14/CO,0.31,0.13
core_i/ex_stage_i/mult_i/intadd_2_U14/S,0.19,0.49
core_i/ex_stage_i/mult_i/U898/A,1.11,1.08
core_i/ex_stage_i/mult_i/U898/B,1.18,1.14
core_i/ex_stage_i/mult_i/U898/CI,0.80,0.62
core_i/ex_stage_i/mult_i/U898/CO,0.83,0.62
core_i/ex_stage_i/mult_i/U898/S,0.67,0.66
core_i/ex_stage_i/mult_i/intadd_3_U12/A,0.23,0.26
core_i/ex_stage_i/mult_i/intadd_3_U12/B,0.62,0.69
core_i/ex_stage_i/mult_i/intadd_3_U12/CI,0.24,0.25
core_i/ex_stage_i/mult_i/intadd_3_U12/CO,0.24,0.25
core_i/ex_stage_i/mult_i/intadd_3_U12/S,0.29,0.23
core_i/ex_stage_i/mult_i/U1216/A,2.78,2.78
core_i/ex_stage_i/mult_i/U1216/B,2.79,2.85
core_i/ex_stage_i/mult_i/U1216/Z,2.78,2.87
core_i/ex_stage_i/mult_i/intadd_4_U7/A,0.87,0.86
core_i/ex_stage_i/mult_i/intadd_4_U7/B,0.87,0.87
core_i/ex_stage_i/mult_i/intadd_4_U7/CI,0.25,0.12
core_i/ex_stage_i/mult_i/intadd_4_U7/CO,0.27,0.12
core_i/ex_stage_i/mult_i/intadd_4_U7/S,0.12,0.20
core_i/ex_stage_i/mult_i/U1225/A,1.08,0.66
core_i/ex_stage_i/mult_i/U1225/B,1.22,0.79
core_i/ex_stage_i/mult_i/U1225/CI,1.10,0.66
core_i/ex_stage_i/mult_i/U1225/CO,1.08,0.66
core_i/ex_stage_i/mult_i/U1225/S,2.78,2.62
core_i/ex_stage_i/mult_i/U1239/A1,3.92,4.06
core_i/ex_stage_i/mult_i/U1239/A2,2.81,2.94
core_i/ex_stage_i/mult_i/U1239/ZN,2.94,2.81
core_i/ex_stage_i/mult_i/U1652/A1,0.84,0.86
core_i/ex_stage_i/mult_i/U1652/A2,1.24,1.30
core_i/ex_stage_i/mult_i/U1652/B1,0.91,0.94
core_i/ex_stage_i/mult_i/U1652/B2,1.24,1.29
core_i/ex_stage_i/mult_i/U1652/C1,0.89,0.87
core_i/ex_stage_i/mult_i/U1652/C2,0.45,0.46
core_i/ex_stage_i/mult_i/U1652/ZN,0.46,0.45
core_i/ex_stage_i/mult_i/U1656/B1,1.14,1.12
core_i/ex_stage_i/mult_i/U1656/B2,0.76,0.85
core_i/ex_stage_i/mult_i/U1656/A,0.41,0.40
core_i/ex_stage_i/mult_i/U1656/ZN,0.40,0.41
core_i/ex_stage_i/mult_i/U1660/A,0.40,0.41
core_i/ex_stage_i/mult_i/U1660/B,1.12,1.17
core_i/ex_stage_i/mult_i/U1660/Z,0.43,0.40
core_i/ex_stage_i/mult_i/U1693/A1,0.85,0.83
core_i/ex_stage_i/mult_i/U1693/A2,1.09,1.15
core_i/ex_stage_i/mult_i/U1693/B1,0.91,0.90
core_i/ex_stage_i/mult_i/U1693/B2,1.08,1.14
core_i/ex_stage_i/mult_i/U1693/C1,0.86,0.88
core_i/ex_stage_i/mult_i/U1693/C2,0.30,0.31
core_i/ex_stage_i/mult_i/U1693/ZN,0.31,0.30
core_i/ex_stage_i/mult_i/U1697/B1,1.04,1.02
core_i/ex_stage_i/mult_i/U1697/B2,0.81,0.87
core_i/ex_stage_i/mult_i/U1697/A,0.31,0.30
core_i/ex_stage_i/mult_i/U1697/ZN,0.30,0.31
core_i/ex_stage_i/mult_i/U1126/B1,0.39,0.60
core_i/ex_stage_i/mult_i/U1126/B2,0.03,0.22
core_i/ex_stage_i/mult_i/U1126/A,0.12,0.37
core_i/ex_stage_i/mult_i/U1126/ZN,0.22,0.03
core_i/ex_stage_i/mult_i/U1127/A1,0.40,0.61
core_i/ex_stage_i/mult_i/U1127/A2,0.03,0.23
core_i/ex_stage_i/mult_i/U1127/ZN,0.23,0.03
core_i/ex_stage_i/mult_i/U1139/B1,1.01,0.70
core_i/ex_stage_i/mult_i/U1139/B2,0.48,0.17
core_i/ex_stage_i/mult_i/U1139/A,0.46,0.11
core_i/ex_stage_i/mult_i/U1139/ZN,0.11,0.46
core_i/ex_stage_i/mult_i/U1144/C1,0.74,1.07
core_i/ex_stage_i/mult_i/U1144/C2,0.80,1.06
core_i/ex_stage_i/mult_i/U1144/A,0.11,0.47
core_i/ex_stage_i/mult_i/U1144/B,0.75,1.08
core_i/ex_stage_i/mult_i/U1144/ZN,0.47,0.11
core_i/ex_stage_i/mult_i/U1546/A,0.80,0.81
core_i/ex_stage_i/mult_i/U1546/B,1.51,1.42
core_i/ex_stage_i/mult_i/U1546/Z,0.83,0.80
core_i/ex_stage_i/mult_i/U1150/A,0.19,0.12
core_i/ex_stage_i/mult_i/U1150/ZN,0.12,0.19
core_i/ex_stage_i/mult_i/U1157/A1,0.12,0.19
core_i/ex_stage_i/mult_i/U1157/A2,0.63,0.70
core_i/ex_stage_i/mult_i/U1157/B1,0.90,1.00
core_i/ex_stage_i/mult_i/U1157/B2,0.83,0.86
core_i/ex_stage_i/mult_i/U1157/C1,0.91,1.00
core_i/ex_stage_i/mult_i/U1157/C2,0.86,0.89
core_i/ex_stage_i/mult_i/U1157/ZN,0.19,0.12
core_i/ex_stage_i/mult_i/intadd_5_U5/A,0.58,0.56
core_i/ex_stage_i/mult_i/intadd_5_U5/B,0.53,0.55
core_i/ex_stage_i/mult_i/intadd_5_U5/CI,0.45,0.44
core_i/ex_stage_i/mult_i/intadd_5_U5/CO,0.48,0.44
core_i/ex_stage_i/mult_i/intadd_5_U5/S,0.45,0.45
core_i/ex_stage_i/mult_i/U1566/A,0.65,0.61
core_i/ex_stage_i/mult_i/U1566/ZN,0.61,0.65
core_i/if_stage_i/aligner_i/U252/A1,0.26,0.30
core_i/if_stage_i/aligner_i/U252/A2,4.21,4.04
core_i/if_stage_i/aligner_i/U252/ZN,0.30,0.26
core_i/if_stage_i/aligner_i/U114/A1,3.77,3.49
core_i/if_stage_i/aligner_i/U114/A2,4.27,4.15
core_i/if_stage_i/aligner_i/U114/ZN,3.49,3.77
core_i/if_stage_i/aligner_i/U239/A1,0.26,0.30
core_i/if_stage_i/aligner_i/U239/A2,4.20,4.02
core_i/if_stage_i/aligner_i/U239/ZN,0.30,0.26
core_i/if_stage_i/U46/A,0.98,0.75
core_i/if_stage_i/U46/Z,0.98,0.75
core_i/if_stage_i/U98/A1,1.09,0.90
core_i/if_stage_i/U98/A2,0.46,0.01
core_i/if_stage_i/U98/ZN,0.01,0.46
core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/U194/A1,0.40,0.96
core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/U194/A2,1.76,1.71
core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/U194/ZN,0.40,0.96
core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/U29/A,0.85,0.23
core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/U29/ZN,0.23,0.85
core_i/if_stage_i/compressed_decoder_i/U180/B1,0.19,0.13
core_i/if_stage_i/compressed_decoder_i/U180/B2,0.19,0.11
core_i/if_stage_i/compressed_decoder_i/U180/C1,0.20,0.16
core_i/if_stage_i/compressed_decoder_i/U180/C2,0.09,0.07
core_i/if_stage_i/compressed_decoder_i/U180/A,0.05,0.03
core_i/if_stage_i/compressed_decoder_i/U180/ZN,0.03,0.05
core_i/if_stage_i/compressed_decoder_i/U181/A1,0.17,0.17
core_i/if_stage_i/compressed_decoder_i/U181/A2,0.68,0.63
core_i/if_stage_i/compressed_decoder_i/U181/B1,0.07,0.19
core_i/if_stage_i/compressed_decoder_i/U181/B2,0.19,0.25
core_i/if_stage_i/compressed_decoder_i/U181/ZN,0.17,0.07
core_i/if_stage_i/compressed_decoder_i/U134/A1,0.30,0.28
core_i/if_stage_i/compressed_decoder_i/U134/A2,0.11,0.19
core_i/if_stage_i/compressed_decoder_i/U134/ZN,0.19,0.11
core_i/if_stage_i/compressed_decoder_i/U35/A1,0.07,0.02
core_i/if_stage_i/compressed_decoder_i/U35/A2,0.05,0.04
core_i/if_stage_i/compressed_decoder_i/U35/ZN,0.05,0.02
core_i/if_stage_i/compressed_decoder_i/U190/C1,0.18,0.16
core_i/if_stage_i/compressed_decoder_i/U190/C2,0.69,0.62
core_i/if_stage_i/compressed_decoder_i/U190/A,0.16,0.17
core_i/if_stage_i/compressed_decoder_i/U190/B,0.25,0.22
core_i/if_stage_i/compressed_decoder_i/U190/ZN,0.16,0.16
core_i/if_stage_i/compressed_decoder_i/U196/B1,0.17,0.18
core_i/if_stage_i/compressed_decoder_i/U196/B2,0.10,0.10
core_i/if_stage_i/compressed_decoder_i/U196/A,0.25,0.34
core_i/if_stage_i/compressed_decoder_i/U196/ZN,0.10,0.10
core_i/if_stage_i/compressed_decoder_i/U199/A1,0.13,0.12
core_i/if_stage_i/compressed_decoder_i/U199/A2,0.03,0.05
core_i/if_stage_i/compressed_decoder_i/U199/ZN,0.05,0.03
core_i/if_stage_i/compressed_decoder_i/U142/B1,0.20,0.22
core_i/if_stage_i/compressed_decoder_i/U142/B2,0.46,0.39
core_i/if_stage_i/compressed_decoder_i/U142/A,0.14,0.18
core_i/if_stage_i/compressed_decoder_i/U142/ZN,0.18,0.14
core_i/if_stage_i/compressed_decoder_i/U143/A1,0.09,0.20
core_i/if_stage_i/compressed_decoder_i/U143/A2,0.35,0.19
core_i/if_stage_i/compressed_decoder_i/U143/B1,0.20,0.22
core_i/if_stage_i/compressed_decoder_i/U143/B2,0.44,0.40
