max_rise,max_fall,fault_site
core_i/id_stage_i/register_file_i/U235/A3,0.15,0.21
core_i/id_stage_i/register_file_i/U235/A4,0.11,0.18
core_i/id_stage_i/register_file_i/U235/ZN,0.03,0.04
core_i/id_stage_i/register_file_i/U237/A1,0.11,0.16
core_i/id_stage_i/register_file_i/U237/A2,0.02,0.04
core_i/id_stage_i/register_file_i/U237/A3,0.14,0.20
core_i/id_stage_i/register_file_i/U237/A4,0.10,0.18
core_i/id_stage_i/register_file_i/U237/ZN,0.02,0.04
core_i/id_stage_i/register_file_i/U1230/A1,0.75,0.79
core_i/id_stage_i/register_file_i/U1230/A2,0.74,0.82
core_i/id_stage_i/register_file_i/U1230/A3,0.63,0.71
core_i/id_stage_i/register_file_i/U1230/A4,0.73,0.80
core_i/id_stage_i/register_file_i/U1230/ZN,0.63,0.71
core_i/id_stage_i/register_file_i/U243/A1,3.85,3.80
core_i/id_stage_i/register_file_i/U243/A2,3.85,3.78
core_i/id_stage_i/register_file_i/U243/A3,3.85,3.77
core_i/id_stage_i/register_file_i/U243/A4,3.84,3.76
core_i/id_stage_i/register_file_i/U243/ZN,3.84,3.76
core_i/id_stage_i/register_file_i/U244/A1,3.91,3.79
core_i/id_stage_i/register_file_i/U244/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U244/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U244/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U244/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U245/A1,3.86,3.75
core_i/id_stage_i/register_file_i/U245/A2,3.86,3.72
core_i/id_stage_i/register_file_i/U245/A3,3.86,3.71
core_i/id_stage_i/register_file_i/U245/A4,3.85,3.71
core_i/id_stage_i/register_file_i/U245/ZN,3.85,3.71
core_i/id_stage_i/register_file_i/U246/A1,3.85,3.73
core_i/id_stage_i/register_file_i/U246/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U246/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U246/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U246/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U1241/A1,0.73,0.79
core_i/id_stage_i/register_file_i/U1241/A2,0.78,0.85
core_i/id_stage_i/register_file_i/U1241/A3,0.76,0.82
core_i/id_stage_i/register_file_i/U1241/A4,0.69,0.79
core_i/id_stage_i/register_file_i/U1241/ZN,0.79,0.69
core_i/id_stage_i/register_file_i/U254/A1,3.86,3.72
core_i/id_stage_i/register_file_i/U254/A2,3.87,3.77
core_i/id_stage_i/register_file_i/U254/A3,3.94,3.75
core_i/id_stage_i/register_file_i/U254/ZN,3.86,3.72
core_i/id_stage_i/register_file_i/U255/A1,3.86,3.72
core_i/id_stage_i/register_file_i/U255/A2,3.87,3.77
core_i/id_stage_i/register_file_i/U255/A3,3.94,3.75
core_i/id_stage_i/register_file_i/U255/ZN,3.86,3.72
core_i/id_stage_i/register_file_i/U1263/A1,3.85,3.73
core_i/id_stage_i/register_file_i/U1263/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U1263/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U1263/A4,3.84,3.70
core_i/id_stage_i/register_file_i/U1263/ZN,3.84,3.70
core_i/id_stage_i/register_file_i/U283/A1,0.00,0.05
core_i/id_stage_i/register_file_i/U283/A2,0.02,0.05
core_i/id_stage_i/register_file_i/U283/ZN,0.05,0.00
core_i/id_stage_i/register_file_i/U1284/A1,3.91,3.79
core_i/id_stage_i/register_file_i/U1284/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U1284/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U1284/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U1284/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U807/A1,3.89,3.75
core_i/id_stage_i/register_file_i/U807/A2,3.94,3.76
core_i/id_stage_i/register_file_i/U807/A3,4.11,3.95
core_i/id_stage_i/register_file_i/U807/A4,3.93,3.71
core_i/id_stage_i/register_file_i/U807/ZN,3.89,3.71
core_i/id_stage_i/register_file_i/U1803/A1,0.08,0.12
core_i/id_stage_i/register_file_i/U1803/A2,0.09,0.12
core_i/id_stage_i/register_file_i/U1803/ZN,0.12,0.08
core_i/id_stage_i/register_file_i/U1816/A1,0.17,0.22
core_i/id_stage_i/register_file_i/U1816/A2,0.62,0.56
core_i/id_stage_i/register_file_i/U1816/ZN,0.22,0.17
core_i/id_stage_i/register_file_i/U1829/A1,0.18,0.20
core_i/id_stage_i/register_file_i/U1829/A2,0.09,0.08
core_i/id_stage_i/register_file_i/U1829/A3,0.08,0.11
core_i/id_stage_i/register_file_i/U1829/A4,0.17,0.23
core_i/id_stage_i/register_file_i/U1829/ZN,0.08,0.08
core_i/id_stage_i/register_file_i/U1843/A1,0.23,0.21
core_i/id_stage_i/register_file_i/U1843/A2,0.23,0.17
core_i/id_stage_i/register_file_i/U1843/A3,0.24,0.18
core_i/id_stage_i/register_file_i/U1843/A4,0.15,0.09
core_i/id_stage_i/register_file_i/U1843/ZN,0.15,0.09
core_i/id_stage_i/register_file_i/U1853/A1,0.09,0.08
core_i/id_stage_i/register_file_i/U1853/A2,0.24,0.15
core_i/id_stage_i/register_file_i/U1853/ZN,0.09,0.08
core_i/id_stage_i/register_file_i/U1854/A1,0.12,0.19
core_i/id_stage_i/register_file_i/U1854/A2,0.57,0.53
core_i/id_stage_i/register_file_i/U1854/ZN,0.19,0.12
core_i/id_stage_i/register_file_i/U1865/A1,0.16,0.15
core_i/id_stage_i/register_file_i/U1865/A2,0.07,0.03
core_i/id_stage_i/register_file_i/U1865/A3,0.05,0.07
core_i/id_stage_i/register_file_i/U1865/A4,0.14,0.18
core_i/id_stage_i/register_file_i/U1865/ZN,0.05,0.03
core_i/id_stage_i/register_file_i/U876/A1,3.85,3.73
core_i/id_stage_i/register_file_i/U876/A2,3.85,3.73
core_i/id_stage_i/register_file_i/U876/A3,3.85,3.72
core_i/id_stage_i/register_file_i/U876/A4,3.84,3.72
core_i/id_stage_i/register_file_i/U876/ZN,3.84,3.72
core_i/id_stage_i/register_file_i/U1879/A1,0.06,0.01
core_i/id_stage_i/register_file_i/U1879/A2,0.23,0.13
core_i/id_stage_i/register_file_i/U1879/A3,0.23,0.14
core_i/id_stage_i/register_file_i/U1879/A4,0.15,0.05
core_i/id_stage_i/register_file_i/U1879/ZN,0.06,0.01
core_i/id_stage_i/register_file_i/U311/A1,0.24,0.17
core_i/id_stage_i/register_file_i/U311/A2,0.11,0.14
core_i/id_stage_i/register_file_i/U311/A3,0.14,0.15
core_i/id_stage_i/register_file_i/U311/A4,0.17,0.18
core_i/id_stage_i/register_file_i/U311/ZN,0.14,0.11
core_i/id_stage_i/register_file_i/U1305/A1,3.85,3.74
core_i/id_stage_i/register_file_i/U1305/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U1305/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U1305/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U1305/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U315/A1,0.10,0.14
core_i/id_stage_i/register_file_i/U315/A2,0.55,0.48
core_i/id_stage_i/register_file_i/U315/ZN,0.14,0.10
core_i/id_stage_i/register_file_i/U1888/A1,0.26,0.19
core_i/id_stage_i/register_file_i/U1888/A2,0.12,0.15
core_i/id_stage_i/register_file_i/U1888/A3,0.15,0.17
core_i/id_stage_i/register_file_i/U1888/A4,0.19,0.19
core_i/id_stage_i/register_file_i/U1888/ZN,0.15,0.12
core_i/id_stage_i/register_file_i/U897/A1,3.85,3.73
core_i/id_stage_i/register_file_i/U897/A2,3.91,3.74
core_i/id_stage_i/register_file_i/U897/A3,4.07,3.94
core_i/id_stage_i/register_file_i/U897/A4,4.07,3.93
core_i/id_stage_i/register_file_i/U897/ZN,3.85,3.73
core_i/id_stage_i/register_file_i/U1889/A1,0.12,0.15
core_i/id_stage_i/register_file_i/U1889/A2,0.57,0.49
core_i/id_stage_i/register_file_i/U1889/ZN,0.15,0.12
core_i/id_stage_i/register_file_i/U331/A1,0.11,0.13
core_i/id_stage_i/register_file_i/U331/A2,0.02,0.01
core_i/id_stage_i/register_file_i/U331/A3,0.00,0.04
core_i/id_stage_i/register_file_i/U331/A4,0.10,0.16
core_i/id_stage_i/register_file_i/U331/ZN,0.00,0.01
core_i/id_stage_i/register_file_i/U1326/A1,3.85,3.73
core_i/id_stage_i/register_file_i/U1326/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U1326/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U1326/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U1326/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U348/A1,0.06,0.03
core_i/id_stage_i/register_file_i/U348/A2,0.23,0.15
core_i/id_stage_i/register_file_i/U348/A3,0.24,0.16
core_i/id_stage_i/register_file_i/U348/A4,0.15,0.07
core_i/id_stage_i/register_file_i/U348/ZN,0.06,0.03
core_i/id_stage_i/register_file_i/U349/A1,0.05,0.16
core_i/id_stage_i/register_file_i/U349/A2,0.58,0.52
core_i/id_stage_i/register_file_i/U349/ZN,0.16,0.05
core_i/id_stage_i/register_file_i/U358/A1,0.12,0.17
core_i/id_stage_i/register_file_i/U358/A2,0.57,0.51
core_i/id_stage_i/register_file_i/U358/ZN,0.17,0.12
core_i/id_stage_i/register_file_i/U1351/A1,0.38,0.45
core_i/id_stage_i/register_file_i/U1351/A2,0.40,0.45
core_i/id_stage_i/register_file_i/U1351/ZN,0.45,0.38
core_i/id_stage_i/register_file_i/U1355/A1,0.43,0.51
core_i/id_stage_i/register_file_i/U1355/A2,0.96,0.87
core_i/id_stage_i/register_file_i/U1355/ZN,0.51,0.43
core_i/id_stage_i/register_file_i/U370/A1,0.14,0.16
core_i/id_stage_i/register_file_i/U370/A2,0.05,0.04
core_i/id_stage_i/register_file_i/U370/A3,0.17,0.20
core_i/id_stage_i/register_file_i/U370/A4,0.12,0.18
core_i/id_stage_i/register_file_i/U370/ZN,0.05,0.04
core_i/id_stage_i/register_file_i/U1364/A1,0.56,0.51
core_i/id_stage_i/register_file_i/U1364/A2,0.96,0.86
core_i/id_stage_i/register_file_i/U1364/ZN,0.51,0.56
core_i/id_stage_i/register_file_i/U1369/A1,0.49,0.54
core_i/id_stage_i/register_file_i/U1369/A2,0.35,0.44
core_i/id_stage_i/register_file_i/U1369/A3,0.38,0.45
core_i/id_stage_i/register_file_i/U1369/A4,0.47,0.54
core_i/id_stage_i/register_file_i/U1369/ZN,0.35,0.44
core_i/id_stage_i/register_file_i/U382/A1,0.05,0.03
core_i/id_stage_i/register_file_i/U382/A2,0.06,0.07
core_i/id_stage_i/register_file_i/U382/A3,0.18,0.13
core_i/id_stage_i/register_file_i/U382/A4,0.18,0.18
core_i/id_stage_i/register_file_i/U382/ZN,0.05,0.03
core_i/id_stage_i/register_file_i/U389/A1,0.26,0.23
core_i/id_stage_i/register_file_i/U389/A2,0.15,0.06
core_i/id_stage_i/register_file_i/U389/A3,0.05,0.00
core_i/id_stage_i/register_file_i/U389/A4,0.17,0.14
core_i/id_stage_i/register_file_i/U389/ZN,0.05,0.00
core_i/id_stage_i/register_file_i/U2914/A1,0.05,0.26
core_i/id_stage_i/register_file_i/U2914/A2,0.57,0.61
core_i/id_stage_i/register_file_i/U2914/ZN,0.26,0.05
core_i/id_stage_i/register_file_i/U2916/A1,0.14,0.23
core_i/id_stage_i/register_file_i/U2916/A2,0.54,0.57
core_i/id_stage_i/register_file_i/U2916/ZN,0.23,0.14
core_i/id_stage_i/register_file_i/U2919/C1,0.57,0.59
core_i/id_stage_i/register_file_i/U2919/C2,0.19,0.28
core_i/id_stage_i/register_file_i/U2919/A,0.01,0.04
core_i/id_stage_i/register_file_i/U2919/B,0.18,0.20
core_i/id_stage_i/register_file_i/U2919/ZN,0.04,0.01
core_i/id_stage_i/register_file_i/U393/A1,0.14,0.20
core_i/id_stage_i/register_file_i/U393/A2,0.53,0.54
core_i/id_stage_i/register_file_i/U393/ZN,0.20,0.14
core_i/id_stage_i/register_file_i/U2925/A1,0.18,0.08
core_i/id_stage_i/register_file_i/U2925/A2,0.26,0.19
core_i/id_stage_i/register_file_i/U2925/A3,0.26,0.18
core_i/id_stage_i/register_file_i/U2925/A4,0.16,0.10
core_i/id_stage_i/register_file_i/U2925/ZN,0.16,0.08
core_i/id_stage_i/register_file_i/U2930/A1,0.14,0.08
core_i/id_stage_i/register_file_i/U2930/A2,0.15,0.12
core_i/id_stage_i/register_file_i/U2930/A3,0.27,0.18
core_i/id_stage_i/register_file_i/U2930/A4,0.26,0.23
core_i/id_stage_i/register_file_i/U2930/ZN,0.14,0.08
core_i/id_stage_i/register_file_i/U2935/A1,0.26,0.19
core_i/id_stage_i/register_file_i/U2935/A2,0.20,0.16
core_i/id_stage_i/register_file_i/U2935/A3,0.22,0.09
core_i/id_stage_i/register_file_i/U2935/A4,0.13,0.04
core_i/id_stage_i/register_file_i/U2935/ZN,0.13,0.04
core_i/id_stage_i/register_file_i/U2938/A1,0.04,0.20
core_i/id_stage_i/register_file_i/U2938/A2,0.56,0.56
core_i/id_stage_i/register_file_i/U2938/ZN,0.20,0.04
core_i/id_stage_i/register_file_i/U2940/A1,0.07,0.18
core_i/id_stage_i/register_file_i/U2940/A2,0.52,0.52
core_i/id_stage_i/register_file_i/U2940/ZN,0.18,0.07
core_i/id_stage_i/register_file_i/U2950/A1,0.15,0.15
core_i/id_stage_i/register_file_i/U2950/A2,0.18,0.09
core_i/id_stage_i/register_file_i/U2950/A3,0.08,0.04
core_i/id_stage_i/register_file_i/U2950/A4,0.21,0.17
core_i/id_stage_i/register_file_i/U2950/ZN,0.08,0.04
core_i/id_stage_i/register_file_i/U2960/A1,0.21,0.18
core_i/id_stage_i/register_file_i/U2960/A2,0.10,0.11
core_i/id_stage_i/register_file_i/U2960/A3,0.12,0.03
core_i/id_stage_i/register_file_i/U2960/A4,0.21,0.21
core_i/id_stage_i/register_file_i/U2960/ZN,0.10,0.03
core_i/id_stage_i/register_file_i/U2963/A1,0.04,0.21
core_i/id_stage_i/register_file_i/U2963/A2,0.56,0.57
core_i/id_stage_i/register_file_i/U2963/ZN,0.21,0.04
core_i/id_stage_i/register_file_i/U2965/A1,0.07,0.19
core_i/id_stage_i/register_file_i/U2965/A2,0.52,0.53
core_i/id_stage_i/register_file_i/U2965/ZN,0.19,0.07
core_i/id_stage_i/register_file_i/U2975/A1,0.16,0.15
core_i/id_stage_i/register_file_i/U2975/A2,0.20,0.09
core_i/id_stage_i/register_file_i/U2975/A3,0.10,0.03
core_i/id_stage_i/register_file_i/U2975/A4,0.22,0.17
core_i/id_stage_i/register_file_i/U2975/ZN,0.10,0.03
core_i/id_stage_i/register_file_i/U2985/A1,0.23,0.17
core_i/id_stage_i/register_file_i/U2985/A2,0.11,0.10
core_i/id_stage_i/register_file_i/U2985/A3,0.13,0.03
core_i/id_stage_i/register_file_i/U2985/A4,0.22,0.21
core_i/id_stage_i/register_file_i/U2985/ZN,0.11,0.03
core_i/id_stage_i/register_file_i/U2988/A1,0.03,0.19
core_i/id_stage_i/register_file_i/U2988/A2,0.56,0.55
core_i/id_stage_i/register_file_i/U2988/ZN,0.19,0.03
core_i/id_stage_i/register_file_i/U2990/A1,0.07,0.16
core_i/id_stage_i/register_file_i/U2990/A2,0.51,0.50
core_i/id_stage_i/register_file_i/U2990/ZN,0.16,0.07
core_i/id_stage_i/register_file_i/U2999/A1,0.28,0.25
core_i/id_stage_i/register_file_i/U2999/A2,0.17,0.09
core_i/id_stage_i/register_file_i/U2999/A3,0.07,0.03
core_i/id_stage_i/register_file_i/U2999/A4,0.19,0.17
core_i/id_stage_i/register_file_i/U2999/ZN,0.07,0.03
core_i/id_stage_i/register_file_i/U1901/A1,0.12,0.15
core_i/id_stage_i/register_file_i/U1901/A2,0.03,0.03
core_i/id_stage_i/register_file_i/U1901/A3,0.15,0.20
core_i/id_stage_i/register_file_i/U1901/A4,0.11,0.17
core_i/id_stage_i/register_file_i/U1901/ZN,0.03,0.03
core_i/id_stage_i/register_file_i/U918/A1,4.07,3.97
core_i/id_stage_i/register_file_i/U918/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U918/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U918/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U918/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U923/A1,0.40,0.45
core_i/id_stage_i/register_file_i/U923/A2,0.41,0.45
core_i/id_stage_i/register_file_i/U923/ZN,0.45,0.40
core_i/id_stage_i/register_file_i/U928/A1,0.43,0.53
core_i/id_stage_i/register_file_i/U928/A2,0.95,0.89
core_i/id_stage_i/register_file_i/U928/ZN,0.53,0.43
core_i/id_stage_i/register_file_i/U933/A1,0.52,0.55
core_i/id_stage_i/register_file_i/U933/A2,0.42,0.46
core_i/id_stage_i/register_file_i/U933/A3,0.51,0.54
core_i/id_stage_i/register_file_i/U933/A4,0.50,0.56
core_i/id_stage_i/register_file_i/U933/ZN,0.42,0.46
core_i/id_stage_i/register_file_i/U937/A1,0.56,0.53
core_i/id_stage_i/register_file_i/U937/A2,0.95,0.88
core_i/id_stage_i/register_file_i/U937/ZN,0.53,0.56
core_i/id_stage_i/register_file_i/U942/A1,0.51,0.54
core_i/id_stage_i/register_file_i/U942/A2,0.37,0.44
core_i/id_stage_i/register_file_i/U942/A3,0.40,0.45
core_i/id_stage_i/register_file_i/U942/A4,0.49,0.54
core_i/id_stage_i/register_file_i/U942/ZN,0.37,0.44
core_i/id_stage_i/register_file_i/U950/A1,0.50,0.53
core_i/id_stage_i/register_file_i/U950/A2,0.55,0.59
core_i/id_stage_i/register_file_i/U950/A3,0.40,0.45
core_i/id_stage_i/register_file_i/U950/A4,0.49,0.56
core_i/id_stage_i/register_file_i/U950/ZN,0.40,0.45
core_i/id_stage_i/register_file_i/U401/A1,0.20,0.15
core_i/id_stage_i/register_file_i/U401/A2,0.18,0.14
core_i/id_stage_i/register_file_i/U401/A3,0.18,0.13
core_i/id_stage_i/register_file_i/U401/A4,0.08,0.05
core_i/id_stage_i/register_file_i/U401/ZN,0.08,0.05
core_i/id_stage_i/register_file_i/U402/A1,0.04,0.22
core_i/id_stage_i/register_file_i/U402/A2,0.57,0.58
core_i/id_stage_i/register_file_i/U402/ZN,0.22,0.04
core_i/id_stage_i/register_file_i/U1402/A1,3.89,3.75
core_i/id_stage_i/register_file_i/U1402/A2,3.94,3.76
core_i/id_stage_i/register_file_i/U1402/A3,4.11,3.95
core_i/id_stage_i/register_file_i/U1402/A4,4.10,3.95
core_i/id_stage_i/register_file_i/U1402/ZN,3.89,3.75
core_i/id_stage_i/register_file_i/U412/C1,0.42,0.57
core_i/id_stage_i/register_file_i/U412/C2,0.02,0.19
core_i/id_stage_i/register_file_i/U412/A,0.05,0.12
core_i/id_stage_i/register_file_i/U412/B,0.01,0.05
core_i/id_stage_i/register_file_i/U412/ZN,0.05,0.01
core_i/id_stage_i/register_file_i/U414/A1,0.02,0.12
core_i/id_stage_i/register_file_i/U414/A2,0.55,0.48
core_i/id_stage_i/register_file_i/U414/ZN,0.12,0.02
core_i/id_stage_i/register_file_i/U995/A1,3.91,3.79
core_i/id_stage_i/register_file_i/U995/A2,3.85,3.71
core_i/id_stage_i/register_file_i/U995/A3,3.85,3.70
core_i/id_stage_i/register_file_i/U995/A4,3.84,3.69
core_i/id_stage_i/register_file_i/U995/ZN,3.84,3.69
core_i/id_stage_i/register_file_i/U423/A1,0.09,0.12
core_i/id_stage_i/register_file_i/U423/A2,0.54,0.46
core_i/id_stage_i/register_file_i/U423/ZN,0.12,0.09
core_i/id_stage_i/register_file_i/U435/A1,0.09,0.13
core_i/id_stage_i/register_file_i/U435/A2,0.00,0.01
core_i/id_stage_i/register_file_i/U435/A3,0.12,0.17
core_i/id_stage_i/register_file_i/U435/A4,0.08,0.15
core_i/id_stage_i/register_file_i/U435/ZN,0.00,0.01
core_i/id_stage_i/register_file_i/U445/A1,0.09,0.18
core_i/id_stage_i/register_file_i/U445/A2,0.54,0.52
core_i/id_stage_i/register_file_i/U445/ZN,0.18,0.09
core_i/id_stage_i/register_file_i/U1443/A1,3.92,3.80
core_i/id_stage_i/register_file_i/U1443/A2,3.86,3.72
core_i/id_stage_i/register_file_i/U1443/A3,3.86,3.71
core_i/id_stage_i/register_file_i/U1443/A4,3.85,3.71
core_i/id_stage_i/register_file_i/U1443/ZN,3.85,3.71
core_i/id_stage_i/register_file_i/U453/A1,0.24,0.24
core_i/id_stage_i/register_file_i/U453/A2,0.13,0.07
core_i/id_stage_i/register_file_i/U453/A3,0.03,0.01
core_i/id_stage_i/register_file_i/U453/A4,0.15,0.15
core_i/id_stage_i/register_file_i/U453/ZN,0.03,0.01
core_i/id_stage_i/register_file_i/U458/A1,0.17,0.15
core_i/id_stage_i/register_file_i/U458/A2,0.05,0.08
core_i/id_stage_i/register_file_i/U458/A3,0.07,0.01
core_i/id_stage_i/register_file_i/U458/A4,0.16,0.19
core_i/id_stage_i/register_file_i/U458/ZN,0.05,0.01
core_i/id_stage_i/register_file_i/U1449/A,0.13,0.09
core_i/id_stage_i/register_file_i/U1449/ZN,0.09,0.13
core_i/id_stage_i/register_file_i/U460/A1,0.06,0.20
core_i/id_stage_i/register_file_i/U460/A2,0.58,0.56
core_i/id_stage_i/register_file_i/U460/ZN,0.20,0.06
core_i/id_stage_i/register_file_i/U1456/A1,0.13,0.17
core_i/id_stage_i/register_file_i/U1456/A2,0.03,0.08
core_i/id_stage_i/register_file_i/U1456/A3,0.12,0.16
core_i/id_stage_i/register_file_i/U1456/A4,0.11,0.18
core_i/id_stage_i/register_file_i/U1456/ZN,0.03,0.08
core_i/id_stage_i/register_file_i/U1460/A1,0.12,0.15
core_i/id_stage_i/register_file_i/U1460/A2,0.57,0.49
core_i/id_stage_i/register_file_i/U1460/ZN,0.15,0.12
core_i/id_stage_i/register_file_i/U3009/A1,0.07,0.06
core_i/id_stage_i/register_file_i/U3009/A2,0.09,0.10
core_i/id_stage_i/register_file_i/U3009/A3,0.11,0.03
core_i/id_stage_i/register_file_i/U3009/A4,0.20,0.21
core_i/id_stage_i/register_file_i/U3009/ZN,0.07,0.03
core_i/id_stage_i/register_file_i/U3012/A1,0.04,0.20
core_i/id_stage_i/register_file_i/U3012/A2,0.56,0.56
core_i/id_stage_i/register_file_i/U3012/ZN,0.20,0.04
core_i/id_stage_i/register_file_i/U3014/A1,0.07,0.18
core_i/id_stage_i/register_file_i/U3014/A2,0.52,0.52
core_i/id_stage_i/register_file_i/U3014/ZN,0.18,0.07
core_i/id_stage_i/register_file_i/U1471/A1,0.11,0.16
core_i/id_stage_i/register_file_i/U1471/A2,0.02,0.04
core_i/id_stage_i/register_file_i/U1471/A3,0.01,0.07
core_i/id_stage_i/register_file_i/U1471/A4,0.10,0.18
core_i/id_stage_i/register_file_i/U1471/ZN,0.01,0.04
core_i/id_stage_i/register_file_i/U3024/A1,0.15,0.15
core_i/id_stage_i/register_file_i/U3024/A2,0.19,0.09
core_i/id_stage_i/register_file_i/U3024/A3,0.09,0.03
core_i/id_stage_i/register_file_i/U3024/A4,0.21,0.17
core_i/id_stage_i/register_file_i/U3024/ZN,0.09,0.03
core_i/id_stage_i/register_file_i/U1485/A1,0.23,0.17
core_i/id_stage_i/register_file_i/U1485/A2,0.24,0.13
core_i/id_stage_i/register_file_i/U1485/A3,0.24,0.14
core_i/id_stage_i/register_file_i/U1485/A4,0.16,0.05
core_i/id_stage_i/register_file_i/U1485/ZN,0.16,0.05
core_i/id_stage_i/register_file_i/U3034/A1,0.22,0.18
core_i/id_stage_i/register_file_i/U3034/A2,0.11,0.11
core_i/id_stage_i/register_file_i/U3034/A3,0.12,0.03
core_i/id_stage_i/register_file_i/U3034/A4,0.22,0.21
core_i/id_stage_i/register_file_i/U3034/ZN,0.11,0.03
core_i/id_stage_i/register_file_i/U3037/A1,0.03,0.19
core_i/id_stage_i/register_file_i/U3037/A2,0.55,0.55
core_i/id_stage_i/register_file_i/U3037/ZN,0.19,0.03
core_i/id_stage_i/register_file_i/U3039/A1,0.07,0.16
core_i/id_stage_i/register_file_i/U3039/A2,0.51,0.50
core_i/id_stage_i/register_file_i/U3039/ZN,0.16,0.07
core_i/id_stage_i/register_file_i/U1494/A1,0.25,0.20
core_i/id_stage_i/register_file_i/U1494/A2,0.12,0.16
core_i/id_stage_i/register_file_i/U1494/A3,0.15,0.18
core_i/id_stage_i/register_file_i/U1494/A4,0.18,0.20
core_i/id_stage_i/register_file_i/U1494/ZN,0.16,0.12
core_i/id_stage_i/register_file_i/U1495/A1,0.13,0.15
core_i/id_stage_i/register_file_i/U1495/A2,0.58,0.49
core_i/id_stage_i/register_file_i/U1495/ZN,0.15,0.13
core_i/id_stage_i/register_file_i/U3048/A1,0.28,0.25
core_i/id_stage_i/register_file_i/U3048/A2,0.17,0.09
core_i/id_stage_i/register_file_i/U3048/A3,0.07,0.02
core_i/id_stage_i/register_file_i/U3048/A4,0.20,0.16
core_i/id_stage_i/register_file_i/U3048/ZN,0.07,0.02
core_i/id_stage_i/register_file_i/U3058/A1,0.07,0.06
core_i/id_stage_i/register_file_i/U3058/A2,0.09,0.10
core_i/id_stage_i/register_file_i/U3058/A3,0.11,0.03
core_i/id_stage_i/register_file_i/U3058/A4,0.20,0.20
core_i/id_stage_i/register_file_i/U3058/ZN,0.07,0.03
core_i/id_stage_i/register_file_i/U3061/A1,0.01,0.18
core_i/id_stage_i/register_file_i/U3061/A2,0.53,0.54
core_i/id_stage_i/register_file_i/U3061/ZN,0.18,0.01
core_i/id_stage_i/register_file_i/U3063/A1,0.05,0.16
core_i/id_stage_i/register_file_i/U3063/A2,0.49,0.50
core_i/id_stage_i/register_file_i/U3063/ZN,0.16,0.05
core_i/id_stage_i/register_file_i/U3073/A1,0.13,0.12
core_i/id_stage_i/register_file_i/U3073/A2,0.17,0.07
core_i/id_stage_i/register_file_i/U3073/A3,0.07,0.00
core_i/id_stage_i/register_file_i/U3073/A4,0.19,0.14
core_i/id_stage_i/register_file_i/U3073/ZN,0.07,0.00
core_i/id_stage_i/register_file_i/U3083/A1,0.07,0.04
core_i/id_stage_i/register_file_i/U3083/A2,0.08,0.08
core_i/id_stage_i/register_file_i/U3083/A3,0.10,0.01
core_i/id_stage_i/register_file_i/U3083/A4,0.19,0.18
core_i/id_stage_i/register_file_i/U3083/ZN,0.07,0.01
core_i/id_stage_i/register_file_i/U3086/A1,0.01,0.15
core_i/id_stage_i/register_file_i/U3086/A2,0.53,0.51
core_i/id_stage_i/register_file_i/U3086/ZN,0.15,0.01
core_i/id_stage_i/register_file_i/U3088/A1,0.05,0.13
core_i/id_stage_i/register_file_i/U3088/A2,0.49,0.47
core_i/id_stage_i/register_file_i/U3088/ZN,0.13,0.05
core_i/id_stage_i/register_file_i/U3098/A1,0.24,0.23
core_i/id_stage_i/register_file_i/U3098/A2,0.14,0.07
core_i/id_stage_i/register_file_i/U3098/A3,0.04,0.00
core_i/id_stage_i/register_file_i/U3098/A4,0.16,0.14
core_i/id_stage_i/register_file_i/U3098/ZN,0.04,0.00
core_i/id_stage_i/register_file_i/U2020/A1,3.83,3.96
core_i/id_stage_i/register_file_i/U2020/A2,4.14,4.05
core_i/id_stage_i/register_file_i/U2020/ZN,3.96,3.83
core_i/id_stage_i/register_file_i/U2079/A1,3.89,3.97
core_i/id_stage_i/register_file_i/U2079/A2,4.15,4.12
core_i/id_stage_i/register_file_i/U2079/ZN,3.97,3.89
core_i/id_stage_i/register_file_i/U1516/A1,0.16,0.21
core_i/id_stage_i/register_file_i/U1516/A2,0.17,0.21
core_i/id_stage_i/register_file_i/U1516/ZN,0.21,0.16
